var1	var2	class
127	190	0
107	202	1
124	244	0
96	215	1
83	256	0
94	223	0
100	181	0
87	233	1
98	210	1
88	224	1
97	262	0
122	220	1
96	178	0
85	219	1
111	231	1
61	210	1
118	198	1
118	231	1
96	238	1
99	207	0
85	188	0
127	232	1
55	220	1
106	177	0
92	165	0
100	169	0
118	257	0
116	212	1
91	228	1
207	215	1
99	154	0
112	173	0
115	233	1
83	150	0
109	231	1
113	224	1
72	219	1
104	203	0
98	216	0
159	226	1
110	220	1
178	239	1
105	190	0
87	237	0
121	222	1
160	208	1
89	185	0
102	226	0
80	214	1
169	223	1
83	209	0
105	172	0
117	236	1
160	221	1
73	222	1
143	212	1
149	232	1
174	197	1
136	217	1
122	217	1
108	215	1
107	166	0
103	226	1
88	170	0
103	215	1
64	236	1
135	231	1
143	220	1
114	215	1
104	221	1
120	214	1
65	218	1
97	184	0
90	217	1
98	237	0
100	196	0
96	215	1
99	205	0
79	206	0
99	227	1
91	227	0
88	224	0
115	234	1
79	226	1
147	236	1
84	214	1
149	219	1
96	212	0
114	221	0
114	207	1
105	215	0
111	219	1
127	227	1
108	201	0
139	213	1
92	169	0
104	217	0
109	223	0
91	226	0
99	220	0
97	231	0
114	180	0
83	215	1
73	234	1
69	203	1
97	179	0
116	224	0
135	239	1
103	158	0
120	218	1
105	175	0
113	241	0
140	248	1
190	218	1
102	207	1
94	205	0
114	128	0
123	227	1
100	189	0
54	212	1
88	214	1
119	214	0
99	211	0
129	218	1
100	166	0
117	221	1
106	259	0
92	211	1
142	218	1
85	218	1
110	213	0
100	211	1
153	218	1
86	222	1
107	192	0
110	228	1
116	219	0
153	232	1
103	208	0
117	180	0
124	213	1
140	225	1
119	232	1
135	222	1
111	180	0
79	205	0
136	228	1
113	164	0
102	227	0
94	165	0
118	192	0
109	156	0
88	228	0
96	212	0
80	232	1
89	205	0
97	222	0
100	223	0
108	218	0
144	215	1
79	181	0
127	232	1
133	214	1
128	233	1
95	215	0
119	222	1
116	208	1
103	204	0
131	222	1
85	232	0
164	220	1
97	228	0
87	186	0
94	211	0
139	215	1
95	221	0
90	210	1
160	219	1
137	205	1
118	215	1
99	220	0
153	231	1
142	229	1
101	201	0
83	232	1
100	210	0
105	237	0
109	232	1
79	220	1
104	258	0
97	227	1
70	222	1
99	221	0
120	201	1
152	204	1
95	182	0
165	210	1
185	224	1
127	222	1
89	196	0
74	218	1
148	234	1
111	195	1
136	219	1
87	232	1
199	222	1
128	224	1
83	175	0
104	236	0
127	232	1
104	194	0
103	159	0
150	220	1
102	218	0
145	210	1
106	210	1
92	224	1
164	238	1
107	136	0
97	218	0
108	168	0
122	225	1
107	221	0
87	183	0
112	162	0
86	221	1
159	227	1
96	217	1
100	192	0
150	205	1
115	202	1
144	228	1
104	205	0
104	226	0
80	211	1
124	198	1
86	248	0
81	233	1
108	203	1
136	216	1
97	203	0
122	238	1
88	192	0
111	223	1
156	215	1
107	187	0
117	221	1
112	205	1
118	210	1
90	188	0
88	258	0
90	199	0
102	151	0
97	147	0
100	257	0
93	179	0
135	232	1
113	247	0
111	225	1
134	205	1
108	222	0
80	200	1
122	226	1
130	217	1
122	216	0
94	222	0
101	194	0
91	178	0
96	214	0
100	230	0
104	197	0
100	191	0
75	238	1
150	220	1
100	194	0
98	201	0
170	230	1
99	188	0
143	206	1
100	203	0
89	156	0
89	227	1
107	222	0
125	225	1
102	241	0
113	210	1
86	218	1
99	192	0
128	232	1
146	217	1
131	224	1
110	225	0
104	220	1
177	205	1
92	231	0
116	208	0
118	228	1
153	228	1
95	229	0
97	225	1
160	213	1
97	200	0
127	225	1
93	202	1
112	164	0
101	203	0
110	175	0
110	178	0
100	216	0
105	195	0
150	223	1
95	161	0
166	217	1
100	209	0
100	171	0
116	220	1
113	220	1
96	141	0
97	263	0
93	228	1
99	213	1
115	215	1
107	234	1
95	193	0
99	214	0
118	248	0
103	185	0
86	235	0
100	201	0
156	214	1
140	235	1
91	195	0
48	226	1
99	167	0
97	166	0
118	216	1
103	235	1
80	179	0
108	214	0
105	236	1
140	221	1
109	222	0
96	209	0
138	222	1
111	234	0
84	219	0
134	204	1
111	213	1
174	215	1
101	207	0
113	216	0
98	220	1
103	215	1
109	211	0
150	214	1
103	212	1
107	166	0
113	236	0
141	215	1
107	226	1
92	182	0
129	224	1
176	223	1
100	218	0
109	193	0
110	202	0
149	211	1
88	157	0
104	141	0
120	205	1
145	220	1
89	227	1
114	218	1
68	225	1
105	223	1
106	188	0
88	233	1
99	241	0
101	218	0
158	234	1
89	235	1
101	163	0
146	215	1
117	202	1
132	236	1
112	198	1
83	223	1
120	220	1
91	219	1
104	240	0
102	230	0
120	199	1
82	258	0
156	212	1
99	215	0
172	225	1
77	211	1
96	170	0
114	187	0
102	243	0
112	203	1
84	228	1
97	184	0
98	161	0
98	151	0
108	222	0
104	213	0
103	191	0
130	214	1
133	228	1
79	222	1
120	192	0
93	175	0
102	195	0
92	209	0
122	224	1
111	190	0
89	212	0
76	202	0
118	220	1
113	232	1
99	209	0
118	217	1
101	156	0
101	214	1
104	217	1
77	228	0
96	195	1
126	153	0
116	208	1
127	213	1
97	220	1
104	222	1
97	202	1
129	219	1
102	174	0
148	209	1
102	172	0
113	205	0
110	208	0
86	223	1
125	226	1
134	221	1
129	219	1
106	234	0
89	214	0
88	237	0
97	225	0
106	229	0
111	205	1
130	225	1
119	209	1
113	220	1
99	240	1
159	216	1
108	210	0
182	220	1
87	175	0
164	239	1
124	214	1
101	256	0
114	200	0
177	216	1
107	191	0
122	220	1
112	218	1
117	238	1
94	205	0
90	239	1
118	220	1
101	196	0
63	217	1
108	225	0
123	217	1
88	237	0
89	228	1
126	209	1
107	214	1
88	177	0
103	195	0
112	182	0
114	257	1
110	159	0
72	199	0
109	188	0
103	201	0
84	220	1
110	213	1
99	200	0
93	230	1
102	182	0
108	211	0
143	234	1
100	234	1
86	220	1
93	228	1
90	226	1
194	224	1
96	196	0
102	214	0
100	206	0
62	228	1
96	212	0
93	220	0
113	168	0
121	218	1
100	205	0
85	218	1
133	210	1
98	187	0
100	201	0
111	161	0
71	218	1
96	159	0
76	212	1
143	211	1
79	214	1
96	240	0
108	222	0
108	199	0
74	204	0
146	246	1
109	209	1
108	234	1
96	152	0
75	218	1
115	235	1
110	240	0
122	228	1
97	217	1
89	245	1
90	177	0
179	210	1
158	238	1
171	217	1
90	183	1
178	209	1
100	155	0
119	225	1
154	210	1
100	192	0
145	222	1
165	221	1
102	217	1
99	187	0
65	203	1
71	223	1
97	277	0
147	229	1
101	233	0
144	212	1
140	234	1
109	198	0
108	182	0
97	186	0
118	150	0
159	219	1
84	198	0
95	257	0
131	226	1
102	188	0
140	222	1
92	262	0
116	221	1
100	187	0
81	207	1
89	209	1
116	227	0
100	178	0
121	217	1
125	232	1
103	199	0
127	225	1
68	211	1
109	240	0
127	224	1
112	246	0
130	220	1
161	220	1
88	189	0
107	192	0
116	237	1
89	196	0
115	220	1
137	204	1
129	222	1
152	229	1
114	188	0
114	215	1
160	215	1
122	248	0
56	220	1
105	216	1
78	241	1
135	220	1
102	232	1
102	232	0
115	212	1
95	227	1
87	173	0
126	212	1
90	247	0
112	210	0
106	182	0
151	223	1
118	194	0
116	243	0
98	229	1
187	219	1
108	170	0
163	239	1
117	184	0
103	155	0
99	201	0
100	238	0
92	188	0
100	183	0
108	195	0
85	163	0
113	179	0
101	190	0
104	209	0
91	251	0
181	214	1
152	228	1
105	207	0
102	235	0
137	227	1
101	234	1
140	225	1
89	212	1
47	211	1
81	219	1
95	209	0
87	223	0
102	192	0
97	165	0
115	200	0
188	214	1
85	202	0
167	224	1
90	203	0
96	180	0
117	221	1
83	222	1
106	188	0
145	234	1
152	218	1
130	210	1
111	216	0
106	199	0
119	252	0
91	141	0
74	208	0
86	220	1
108	228	1
99	175	0
172	221	1
97	206	1
113	236	0
128	233	1
100	193	0
89	188	0
112	149	0
85	177	0
104	165	0
159	234	1
97	185	0
107	211	1
115	159	0
100	156	0
105	210	0
123	207	1
91	215	1
117	173	0
125	197	0
94	175	0
97	212	0
80	222	1
104	258	0
102	195	0
113	217	1
103	212	1
120	207	1
114	177	0
199	228	1
158	221	1
95	195	0
103	220	0
138	206	1
141	225	1
106	191	0
126	201	0
101	166	0
94	233	0
105	215	1
95	184	0
101	188	0
110	215	1
127	228	1
115	234	1
143	229	1
85	206	0
89	180	0
89	255	0
107	213	1
107	200	0
134	231	1
105	291	0
140	214	1
94	230	0
121	218	1
70	225	1
140	238	1
114	220	1
134	215	1
101	161	0
114	205	1
106	222	0
96	153	0
96	193	0
151	224	1
93	206	0
85	208	0
109	218	1
133	215	1
106	223	1
111	228	0
160	227	1
88	217	1
151	226	1
102	134	0
168	233	1
84	216	1
167	225	1
111	208	0
96	223	1
141	235	1
143	216	1
122	207	1
109	181	0
108	175	0
142	212	1
102	220	1
89	215	0
101	220	1
96	229	0
100	231	0
121	228	1
137	216	1
176	208	1
110	215	1
103	166	0
121	234	0
104	233	0
158	231	1
92	225	0
123	200	0
62	237	1
99	222	0
147	218	1
104	175	0
101	225	1
91	182	0
119	213	1
87	243	0
137	219	1
102	195	0
91	148	0
79	139	0
100	205	0
96	232	0
164	230	1
78	224	1
112	219	1
152	203	1
90	234	0
97	199	0
143	218	1
107	226	0
74	228	1
135	220	1
109	139	0
110	183	0
100	203	0
90	241	0
48	220	1
168	224	1
118	210	1
136	220	1
121	184	0
138	212	1
112	205	0
129	150	0
102	180	0
120	212	1
92	182	0
105	168	0
114	222	1
107	217	1
94	216	0
106	251	0
135	218	1
104	197	0
102	210	1
83	207	1
113	229	1
92	172	0
126	220	1
87	209	0
79	206	1
112	163	0
105	225	0
93	213	1
100	191	0
96	254	0
124	231	1
96	208	1
95	200	0
113	250	0
110	222	0
93	210	0
140	220	1
101	230	0
91	202	0
96	149	0
100	214	0
101	212	0
84	217	1
95	198	0
107	243	0
96	185	0
149	200	1
119	212	1
132	211	1
110	230	1
108	281	0
103	215	0
96	196	0
138	206	1
119	231	1
98	206	0
158	237	1
124	221	1
110	215	1
138	199	1
100	194	0
105	176	0
168	224	1
103	187	0
102	213	1
115	235	1
137	228	1
111	190	0
100	234	0
98	249	1
104	205	1
141	223	1
95	227	1
96	216	0
95	216	0
93	164	0
91	220	1
115	207	1
106	206	0
129	218	1
106	233	0
107	201	0
153	231	1
97	224	1
104	205	0
79	247	1
133	202	1
61	201	1
120	175	0
119	218	1
95	227	0
118	226	0
155	212	1
137	223	1
134	229	1
130	222	1
165	233	1
123	206	1
168	227	1
189	245	1
83	185	0
73	215	1
100	238	0
107	214	0
112	191	0
116	231	1
82	198	1
100	151	0
162	222	1
101	175	0
151	214	1
172	211	1
205	242	1
127	217	1
78	217	1
105	256	0
100	231	1
102	208	0
124	214	1
100	232	0
100	228	0
76	218	1
91	211	0
95	159	0
151	217	1
135	219	1
95	257	0
159	220	1
116	182	0
146	220	1
161	235	1
109	150	0
150	218	1
136	229	1
103	235	0
93	291	0
122	220	1
82	202	0
100	205	0
98	161	0
123	220	1
109	230	1
125	212	1
43	225	1
90	212	0
85	238	1
100	213	0
95	162	0
96	205	0
137	223	0
110	176	0
47	224	1
130	230	1
97	161	0
96	230	1
70	214	1
117	218	1
100	191	0
97	205	0
98	204	0
105	212	1
100	183	0
98	256	0
84	208	1
73	228	1
100	227	0
184	219	1
145	209	1
109	234	1
95	123	0
104	238	1
59	201	1
122	202	1
120	238	1
120	189	0
76	203	1
93	208	0
146	216	1
88	185	0
128	210	1
100	225	0
190	212	1
110	220	1
88	159	0
113	220	1
106	211	0
99	202	0
102	216	1
147	222	1
123	228	1
160	226	1
128	229	1
223	216	1
126	251	0
158	208	1
114	179	0
130	238	1
99	184	0
158	223	1
96	202	0
125	204	1
101	209	1
158	223	1
128	209	1
104	206	0
93	228	0
82	216	1
119	221	1
80	227	1
113	224	0
34	215	1
87	206	1
103	227	1
151	206	1
120	216	1
134	227	1
79	218	1
100	189	1
129	209	1
95	189	0
96	180	0
109	162	0
68	220	1
97	182	0
101	197	0
119	139	0
108	183	0
138	222	1
162	220	1
106	214	0
104	221	1
94	194	0
71	200	0
118	208	1
136	226	1
85	168	0
118	171	0
91	203	0
147	203	1
78	212	0
81	208	1
122	220	1
95	230	1
105	143	0
160	218	1
100	184	0
109	197	0
123	223	1
86	214	0
96	184	0
101	194	0
107	153	0
94	190	0
132	221	1
181	227	1
93	182	0
107	219	1
82	219	1
101	168	0
133	231	1
100	175	0
98	105	0
94	227	0
130	206	1
98	195	0
155	219	1
82	212	1
95	249	0
191	210	1
100	191	0
184	219	1
111	217	1
72	220	1
118	202	1
110	225	1
150	232	1
88	234	0
113	236	1
97	225	1
85	231	0
97	243	0
109	213	1
98	209	0
105	221	0
117	189	0
104	209	0
113	202	0
103	182	0
100	221	1
97	198	0
112	197	0
91	228	1
145	214	1
114	214	1
89	221	0
98	165	0
107	234	0
100	227	1
108	216	1
105	207	0
115	180	0
116	209	0
91	221	1
80	187	0
118	218	0
50	211	1
107	199	0
126	223	1
94	172	0
93	228	1
92	207	0
136	207	1
108	237	1
104	218	1
119	199	0
99	154	0
111	220	1
112	236	1
182	232	1
142	236	1
122	218	1
72	220	1
109	214	0
89	174	0
111	208	0
102	217	1
110	220	0
110	209	1
92	269	0
110	233	0
86	214	0
102	194	0
122	225	1
97	218	1
134	216	1
97	199	0
90	164	0
97	181	0
119	235	0
114	216	1
122	191	0
108	162	0
94	165	0
88	213	0
154	214	1
106	255	0
97	209	0
172	200	1
122	216	1
101	167	0
100	253	0
87	201	1
101	256	0
106	162	0
106	227	1
114	201	1
96	235	0
126	222	1
198	209	1
126	225	1
82	217	1
102	182	0
100	216	0
120	228	1
120	222	1
137	232	1
58	229	1
90	167	0
86	210	1
110	192	0
103	179	0
112	200	0
100	209	1
87	212	1
93	232	1
111	176	0
167	216	1
153	226	1
107	169	0
89	270	0
99	210	0
139	231	1
98	258	0
135	230	1
120	220	1
117	188	0
86	203	1
117	208	0
99	187	0
84	195	0
88	232	0
176	205	1
94	226	1
122	214	1
179	220	1
115	210	0
130	227	1
84	253	0
162	218	1
100	224	0
101	240	0
107	233	1
95	225	1
99	163	0
96	221	1
87	225	1
128	226	1
158	226	1
103	206	0
87	167	0
86	172	0
82	221	1
89	243	0
125	215	1
86	215	0
132	221	1
90	207	0
105	235	1
110	219	1
136	226	1
81	204	1
107	217	1
109	177	0
114	207	1
94	202	0
89	254	0
112	197	0
111	220	1
129	222	1
133	224	1
130	212	1
125	233	1
104	162	0
120	215	1
134	213	1
112	232	1
96	228	0
87	237	1
142	230	1
84	206	1
82	196	0
96	153	0
61	211	1
106	229	1
99	241	1
112	213	0
91	206	0
174	225	1
129	196	1
117	220	1
118	220	1
100	200	0
136	229	1
138	222	1
103	153	0
103	162	0
137	223	1
100	276	0
97	213	1
159	227	1
137	213	1
113	222	0
92	195	0
119	205	1
105	272	0
91	200	0
120	218	1
145	220	1
96	213	0
98	217	1
83	97	0
93	243	1
126	236	1
114	226	1
106	197	0
77	207	1
114	203	1
114	218	1
120	222	1
102	211	0
132	215	1
90	218	1
136	230	1
141	220	1
69	206	1
100	223	0
145	234	1
104	166	0
88	277	0
95	213	0
90	169	0
97	172	0
92	193	0
122	186	0
114	226	1
102	167	0
100	170	0
97	195	0
85	236	1
107	191	0
117	222	0
128	220	1
119	243	0
83	219	0
100	227	0
99	224	1
114	208	1
99	231	1
108	214	1
136	228	1
115	221	1
97	255	0
91	209	0
103	230	0
129	240	1
127	223	1
111	202	0
96	196	0
100	220	1
98	203	1
113	224	1
128	234	1
95	145	0
77	218	1
102	190	0
101	214	0
106	236	1
100	234	1
96	150	0
111	185	0
109	208	0
102	145	0
106	208	0
48	224	1
68	222	1
102	234	1
148	215	1
143	235	1
79	220	1
113	226	1
134	214	1
68	229	1
128	209	0
79	204	1
101	171	0
90	220	0
101	225	1
86	218	1
100	186	0
150	212	1
93	160	0
136	234	1
115	216	1
107	220	1
88	177	0
106	240	0
126	230	1
113	228	1
110	220	1
103	227	0
103	178	0
114	209	0
89	225	1
124	220	1
89	218	0
142	220	1
157	225	1
94	147	0
111	153	0
115	181	0
119	197	1
114	219	1
104	207	0
110	173	0
160	235	1
91	242	0
164	214	1
98	184	0
92	247	0
96	193	0
161	222	1
109	242	0
109	220	1
82	167	0
100	230	0
137	239	1
133	242	1
90	126	0
109	193	0
114	224	0
108	170	0
119	229	0
144	217	1
118	241	0
141	227	1
99	195	0
100	251	0
163	211	1
65	224	1
91	153	0
103	184	0
118	211	1
94	216	1
96	200	0
115	161	0
146	223	1
92	166	0
95	228	1
111	220	0
145	214	1
101	229	0
101	191	0
105	240	0
186	229	1
91	220	1
135	205	1
155	219	1
107	138	0
96	164	0
110	202	0
91	253	0
173	216	1
100	211	1
100	256	0
147	226	1
195	223	1
118	221	0
110	216	1
115	220	0
87	226	1
111	213	1
90	182	0
107	200	1
134	218	1
103	260	0
103	192	0
100	155	0
98	179	0
158	219	1
112	221	1
101	175	0
121	217	1
109	234	1
106	168	1
91	178	0
101	180	0
95	210	1
113	198	0
90	248	0
113	221	1
120	180	0
136	220	1
91	246	0
125	228	1
98	209	0
95	255	0
162	234	1
130	228	1
136	208	1
86	164	0
87	220	1
139	213	1
133	223	1
107	232	1
91	183	0
187	224	1
142	217	1
95	207	0
96	195	1
98	216	0
109	204	0
86	114	0
100	186	0
131	213	1
93	226	1
95	215	0
97	214	0
94	217	1
112	197	0
102	183	0
196	217	1
97	209	1
126	232	1
120	225	1
90	207	1
79	167	0
141	214	1
96	174	0
102	215	1
88	184	0
98	187	0
99	265	0
87	189	0
122	227	0
147	233	1
101	236	0
109	220	0
141	216	1
99	210	1
99	233	1
100	200	0
132	217	1
109	205	0
131	222	1
109	210	0
88	216	1
89	225	1
144	223	1
86	213	0
99	210	0
88	174	0
84	231	0
175	220	1
118	214	0
87	142	0
117	213	1
100	226	1
93	212	0
96	218	0
106	193	0
100	209	0
124	218	1
109	215	0
81	204	0
165	209	1
86	211	0
100	193	0
90	202	0
107	157	0
80	243	0
112	192	0
180	217	1
112	179	0
94	201	0
118	147	0
97	210	0
93	139	0
109	196	0
87	209	0
119	235	0
106	228	1
107	207	0
111	184	0
104	215	0
82	182	0
106	223	1
146	206	1
100	132	0
71	221	1
167	236	1
121	217	1
105	174	0
100	222	0
110	176	0
102	240	0
141	235	1
126	234	1
79	224	1
86	203	1
75	218	1
89	210	0
89	265	0
134	215	1
101	186	0
105	172	0
100	192	0
104	192	0
106	194	0
108	253	0
165	206	1
100	238	1
105	204	0
98	240	0
96	193	0
139	211	1
83	189	0
75	221	0
120	226	1
87	240	1
97	253	0
102	193	0
119	232	1
168	221	1
139	228	1
101	243	0
133	224	1
108	221	0
106	175	0
94	212	0
163	217	1
87	205	0
153	202	1
63	215	1
127	224	1
105	208	1
116	210	1
95	220	1
67	212	1
88	165	0
100	197	0
109	211	1
144	218	1
117	193	0
99	226	0
173	230	1
80	214	1
153	231	1
87	218	1
117	191	0
126	230	1
124	224	1
96	157	0
132	212	1
110	250	0
107	220	1
117	269	0
103	215	0
129	228	1
118	215	1
127	236	1
116	204	0
102	218	1
148	207	1
94	213	0
109	222	1
108	238	0
120	229	1
104	247	0
141	207	0
148	211	1
174	215	1
109	217	1
129	219	1
153	225	1
96	223	1
102	149	0
93	210	0
104	202	0
95	169	0
113	217	1
111	230	0
115	239	0
117	220	1
116	243	0
125	220	1
86	235	0
99	200	0
110	220	1
122	208	1
111	223	1
111	220	0
94	152	0
111	189	0
100	152	1
151	232	1
108	206	0
102	173	0
99	224	0
70	229	1
93	223	1
94	174	0
100	199	0
103	140	0
102	159	1
98	200	0
102	182	0
87	191	0
136	224	1
92	226	0
105	178	0
106	200	0
128	217	1
96	226	1
117	174	0
126	229	1
87	174	0
84	217	0
130	230	1
96	226	1
123	200	1
57	222	1
89	192	0
102	243	0
94	217	0
109	240	1
107	224	1
125	226	1
101	163	0
165	215	1
104	221	0
123	192	0
59	213	1
115	212	0
174	217	1
100	213	0
191	213	1
87	150	0
101	223	1
100	184	0
111	194	0
82	195	0
108	176	0
131	204	1
120	214	1
109	203	0
94	171	0
109	199	1
85	193	0
103	172	0
112	216	1
95	197	0
105	232	0
102	211	0
97	213	0
99	235	0
156	211	1
172	217	1
87	178	0
73	237	1
105	224	1
109	200	0
87	285	0
155	227	1
100	200	0
126	211	1
133	216	1
108	223	1
56	231	1
120	214	1
119	228	1
94	211	0
97	207	0
64	223	1
92	154	0
139	210	1
98	185	0
81	199	1
89	147	0
140	236	1
110	177	0
146	229	1
135	218	1
76	226	1
78	221	1
110	226	1
112	193	0
104	188	0
84	208	1
115	179	0
97	177	0
104	204	0
108	166	0
89	232	1
111	221	1
160	213	1
95	213	0
98	169	0
106	246	0
85	210	1
105	226	1
84	205	1
99	199	0
79	208	1
67	213	1
99	209	0
134	220	1
108	228	1
105	207	0
109	214	1
94	224	0
115	209	1
105	212	0
100	213	0
140	223	1
96	199	0
86	159	0
105	218	0
105	244	0
118	237	1
99	186	0
155	218	1
157	233	1
107	189	0
92	218	1
105	218	0
89	224	1
113	200	1
109	202	0
126	210	1
113	223	1
137	211	1
101	209	1
92	189	0
114	215	0
130	228	1
103	218	1
104	198	0
133	220	1
119	202	1
106	203	1
120	217	0
107	227	0
110	218	1
83	213	1
122	209	1
102	186	0
160	225	1
94	146	1
99	166	0
116	142	0
128	247	1
133	220	1
125	204	1
134	219	1
114	220	1
90	239	0
120	229	1
103	156	0
148	227	1
121	206	0
147	206	1
91	171	0
107	208	1
150	230	1
143	209	1
89	238	0
107	189	0
131	214	1
100	181	0
70	223	1
107	233	1
115	152	0
140	219	1
111	233	1
96	224	1
109	217	0
97	228	1
111	208	1
118	197	0
108	180	0
151	223	1
103	217	1
97	188	0
108	209	0
162	216	1
98	242	0
116	223	1
99	224	0
74	220	1
99	192	0
111	190	0
123	222	1
103	286	0
97	203	0
101	169	0
129	222	1
117	225	1
109	218	1
108	200	0
104	194	0
76	227	0
134	239	1
116	220	1
100	259	0
160	216	1
97	212	1
97	226	1
72	224	0
102	149	0
130	205	1
169	207	1
105	196	0
117	160	0
135	232	1
138	207	1
142	241	1
100	219	0
108	200	1
114	230	0
83	201	0
70	218	1
100	201	0
125	225	1
102	208	0
151	219	1
100	221	1
117	209	1
77	207	1
114	117	0
143	217	1
104	213	0
110	182	0
111	200	0
153	229	1
81	194	0
81	249	1
93	240	0
157	223	1
91	224	0
104	189	0
130	224	1
109	227	1
100	203	1
101	196	0
110	192	0
137	198	1
81	232	1
92	160	0
114	220	1
100	156	0
145	226	1
97	212	0
71	211	1
144	222	1
92	214	0
100	181	0
138	210	1
152	211	1
133	213	1
93	260	0
97	234	1
110	223	1
133	233	1
90	222	1
124	222	1
